,2P%,FT%,TRB,AST,STL,PTS,Pos
4551,0.497,0.873,212,315,95,880,4.0
4552,0.522,0.891,67,104,32,394,4.0
4553,0.491,0.732,440,231,119,803,5.0
4554,0.428,0.824,120,100,34,668,4.0
4555,0.471,0.611,194,32,33,196,2.0
4556,0.444,0.75,127,219,65,561,4.0
4557,0.388,0.732,189,390,121,843,3.0
4558,0.4,0.8,34,115,13,134,3.0
4559,0.42,0.857,17,27,4,80,4.0
4560,0.452,0.821,388,374,87,1576,4.0
4561,0.488,0.791,348,678,120,865,3.0
4562,0.571,1.0,27,16,5,38,4.0
4563,0.5,1.0,14,1,2,41,2.0
4564,0.429,0.833,89,218,65,432,3.0
4565,0.6,0.5,15,7,0,31,5.0
4566,0.5,0.704,176,433,113,890,3.0
4567,0.321,0.619,16,4,4,47,4.0
4568,0.476,0.78,224,125,36,836,5.0
4569,0.46,0.783,82,148,41,324,3.0
4570,0.494,0.819,167,637,125,1340,3.0
4571,0.524,0.695,448,184,29,834,2.0
4572,0.468,0.559,235,29,14,91,1.0
4573,0.48,0.729,605,99,61,468,2.0
4574,0.424,0.686,67,26,14,125,4.0
4575,0.54,0.741,851,207,142,1431,2.0
4576,0.519,0.856,131,210,75,709,3.0
4577,0.438,0.748,331,75,71,508,5.0
4578,0.375,0.75,10,2,1,33,2.0
4579,0.415,0.577,15,11,4,55,5.0
4580,0.455,0.5,20,8,1,41,1.0
4581,0.431,0.684,241,58,31,385,1.0
4582,0.402,0.679,132,39,18,172,1.0
4583,0.49,0.769,193,45,14,285,1.0
4584,0.487,0.81,103,197,34,595,3.0
4585,0.489,0.81,103,197,34,593,3.0
4586,0.434,0.667,365,102,63,342,1.0
4587,0.483,0.795,123,35,14,173,2.0
4588,0.462,0.743,297,252,81,814,5.0
4589,0.455,0.783,602,307,87,1173,2.0
4590,0.543,0.846,56,14,6,108,1.0
4591,0.471,0.689,313,51,38,504,1.0
4592,0.489,0.646,282,86,18,362,1.0
4593,0.46,0.84,128,120,52,656,3.0
4594,0.313,0.846,13,39,7,45,3.0
4595,0.416,0.765,283,213,159,555,3.0
4596,0.316,0.487,61,17,11,109,5.0
4597,0.667,0.5,5,2,0,9,5.0
4598,0.292,0.486,56,15,11,100,5.0
4599,0.367,0.64,22,11,7,58,4.0
4600,0.308,0.818,10,3,0,31,4.0
4601,0.381,0.69,150,62,30,270,2.0
4602,0.449,0.786,495,170,89,788,2.0
4603,0.472,0.72,433,109,45,528,1.0
4604,0.465,0.7,295,46,35,324,1.0
4605,0.512,0.596,410,96,102,681,5.0
4606,0.4,0.5,24,1,0,32,1.0
4607,0.509,0.824,467,160,47,1365,5.0
4608,0.385,0.676,41,51,39,163,4.0
4609,0.333,0.8,7,11,6,36,4.0
4610,0.402,0.625,34,40,33,127,4.0
4611,0.375,0.8,11,19,9,35,4.0
4612,0.5,0.65,54,5,3,59,2.0
4613,0.447,0.739,349,275,129,1320,4.0
4614,0.485,0.83,199,125,40,1262,4.0
4615,0.488,0.843,115,66,26,808,4.0
4616,0.478,0.809,84,59,14,454,4.0
4617,0.503,0.694,940,328,125,2063,2.0
4618,0.442,0.769,226,34,11,294,1.0
4619,0.492,0.669,465,261,99,1403,2.0
4620,0.499,0.674,296,176,53,994,2.0
4621,0.477,0.651,169,85,46,409,2.0
4622,0.44,0.699,353,266,89,1513,5.0
4623,0.477,0.72,427,151,31,528,2.0
4624,0.539,0.714,199,10,16,248,2.0
4625,0.454,0.749,229,380,125,1023,4.0
4626,0.445,0.69,101,215,46,433,3.0
4627,0.472,0.676,400,126,48,928,5.0
4628,0.51,0.756,402,327,111,911,5.0
4629,0.475,0.564,283,387,216,437,3.0
4630,0.359,0.444,35,16,15,73,4.0
4631,0.617,0.584,476,244,83,636,1.0
4632,0.535,0.908,212,248,119,1574,4.0
4633,0.443,0.778,401,128,54,743,5.0
4634,0.523,0.797,672,177,64,1381,2.0
4635,0.475,0.828,156,95,31,661,4.0
4636,0.465,0.745,190,65,33,362,2.0
4637,0.489,0.72,228,83,55,544,5.0
4638,0.507,0.762,610,86,27,1287,1.0
4639,0.494,0.753,345,315,107,1040,5.0
4640,0.479,0.813,261,546,197,1257,3.0
4641,0.476,0.694,111,31,21,434,5.0
4642,0.569,0.583,971,127,59,986,1.0
4643,0.465,0.701,181,245,78,650,4.0
4644,0.503,0.809,180,72,69,832,5.0
4645,0.551,0.814,58,29,18,234,5.0
4646,0.486,0.807,122,43,51,598,5.0
4647,0.478,0.503,500,222,58,979,5.0
4648,0.6,0.554,1072,195,76,2377,1.0
4649,0.48,0.776,965,218,110,969,2.0
4650,0.529,0.716,955,287,128,2184,1.0
4651,0.418,0.758,46,33,16,216,4.0
4652,0.594,0.592,212,36,36,257,5.0
4653,0.42,0.827,69,92,21,218,3.0
4654,0.512,0.61,640,326,83,1186,2.0
4655,0.458,0.758,123,356,81,631,3.0
4656,0.373,0.563,16,11,4,53,5.0
4657,0.355,0.571,11,7,3,30,5.0
4658,0.457,0.5,20,33,7,70,3.0
4659,0.515,0.595,269,494,188,1349,3.0
4660,0.468,0.803,109,94,43,423,4.0
4661,0.543,0.545,169,24,17,176,1.0
4662,0.423,0.719,126,34,8,117,1.0
4663,0.475,0.801,366,111,67,999,2.0
4664,0.382,0.75,39,125,25,105,3.0
4665,0.468,0.58,404,94,60,719,2.0
4666,0.448,0.759,253,185,45,894,5.0
4667,0.419,0.75,31,1,2,53,1.0
4668,0.48,0.72,212,133,67,598,4.0
4669,0.488,0.896,83,91,42,739,4.0
4670,0.522,0.66,629,403,211,1587,5.0
4671,0.524,0.508,809,41,42,789,1.0
4672,0.548,0.457,456,22,24,486,1.0
4673,0.486,0.556,353,19,18,303,1.0
4674,0.43,0.872,215,401,79,1010,3.0
4675,0.517,0.782,90,213,55,400,3.0
4676,0.511,0.888,228,589,103,1316,3.0
4677,0.522,0.751,577,114,70,1208,2.0
4678,0.522,0.648,189,32,22,164,2.0
4679,0.417,0.786,22,11,8,58,2.0
4680,0.493,0.699,220,73,43,627,2.0
4681,0.494,0.88,434,184,110,1708,5.0
4682,0.459,0.61,110,237,32,370,3.0
4683,0.455,0.834,286,313,103,1823,4.0
4684,0.485,0.811,315,202,54,1313,4.0
4685,0.493,0.541,59,9,5,88,1.0
4686,0.48,0.636,39,100,25,143,3.0
4687,0.465,0.765,550,159,118,1647,1.0
4688,0.51,0.749,855,381,139,2383,1.0
4689,0.382,0.672,78,68,30,276,3.0
4690,0.667,0.375,10,6,7,25,4.0
4691,0.356,0.448,32,63,18,131,3.0
4692,0.337,0.5,24,45,15,101,3.0
4693,0.429,0.333,8,18,3,30,3.0
4694,0.563,0.52,1367,184,52,370,2.0
4695,0.45,0.672,226,101,63,640,5.0
4696,0.492,0.714,259,49,21,536,1.0
4697,0.504,0.74,248,61,50,547,5.0
4698,0.518,0.614,181,54,68,334,5.0
4699,0.476,0.729,407,135,56,582,2.0
4700,0.507,0.769,454,275,73,1212,5.0
4701,0.483,0.805,110,133,62,696,4.0
4702,0.408,0.774,218,216,81,1046,5.0
4703,0.415,0.678,118,48,31,285,5.0
4704,0.489,0.72,740,136,59,1088,1.0
4705,0.455,0.719,350,385,71,693,4.0
4706,0.439,0.777,562,305,104,1129,5.0
4707,0.434,0.878,189,503,47,815,3.0
4708,0.441,0.719,165,50,26,447,5.0
4709,0.453,0.674,122,285,38,473,3.0
4710,0.438,0.835,349,119,82,698,2.0
4711,0.513,0.871,138,327,59,906,3.0
4712,0.419,0.75,84,109,40,332,4.0
4713,0.417,0.75,76,104,37,301,4.0
4714,0.491,0.835,352,394,84,1346,4.0
4715,0.451,0.714,195,148,59,645,4.0
4716,0.535,0.793,483,156,49,1224,1.0
4717,0.535,0.599,415,75,30,673,1.0
4718,0.46,0.774,401,385,180,1720,4.0
4719,0.464,0.754,185,348,95,1120,4.0
4720,0.453,0.829,349,199,116,1023,4.0
4721,0.57,0.805,258,1031,199,1236,3.0
4722,0.486,0.749,370,740,147,1411,3.0
4723,0.421,0.772,281,48,38,444,2.0
4724,0.438,0.702,159,399,68,856,3.0
4725,0.462,0.5,13,3,0,13,1.0
4726,0.562,0.657,870,189,66,1149,2.0
4727,0.496,0.89,153,344,110,965,3.0
4728,0.422,0.733,108,30,13,187,5.0
4729,0.182,1.0,3,11,0,6,3.0
4730,0.488,0.778,271,60,23,451,2.0
4731,0.423,0.781,238,466,85,1099,3.0
4732,0.541,0.72,656,74,76,877,2.0
4733,0.487,0.696,289,33,26,351,5.0
4734,0.529,0.824,38,71,15,162,4.0
4735,0.487,0.693,832,192,100,1506,5.0
4736,0.492,0.813,222,528,93,1005,3.0
4737,0.559,0.532,694,272,93,1333,1.0
4738,0.49,0.818,353,70,43,542,1.0
4739,0.417,0.83,44,123,38,183,3.0
4740,0.49,0.81,231,172,65,1056,4.0
4741,0.522,0.788,99,181,59,292,3.0
4742,0.424,0.576,83,11,10,115,2.0
4743,0.288,0.8,29,53,11,72,3.0
4744,0.474,0.847,481,169,92,1923,5.0
4745,0.462,0.854,305,114,63,1196,5.0
4746,0.493,0.835,176,55,29,727,5.0
4747,0.474,0.776,303,255,105,1170,4.0
4748,0.556,0.679,843,80,58,783,2.0
4749,0.417,1.0,6,6,2,11,3.0
4750,0.444,0.643,182,28,18,233,1.0
4751,0.452,0.667,127,97,25,191,5.0
4752,0.494,0.703,205,52,24,427,5.0
4753,0.45,0.429,217,25,18,110,2.0
4754,0.474,0.839,221,512,118,971,3.0
4755,0.452,0.733,392,300,117,1065,5.0
4756,0.489,0.612,181,39,16,289,1.0
4757,0.42,0.635,235,132,52,638,5.0
4758,0.501,0.713,963,150,79,1531,2.0
4759,0.484,0.554,273,72,38,466,2.0
4760,0.484,0.56,245,60,33,415,2.0
4761,0.487,0.667,134,104,42,310,4.0
4762,0.462,0.756,239,51,39,322,2.0
4763,0.4,0.571,29,71,24,145,3.0
4764,0.478,0.689,298,139,41,937,5.0
4765,0.438,0.802,204,404,85,501,3.0
4766,0.424,0.741,181,154,45,812,5.0
4767,0.364,0.75,10,0,1,19,1.0
4768,0.515,0.571,114,13,15,256,2.0
4769,0.537,0.571,106,13,15,254,2.0
4770,0.492,0.885,137,263,77,1165,3.0
4771,0.567,0.833,29,95,23,188,3.0
4772,0.507,0.747,242,109,53,656,5.0
4773,0.558,0.808,109,210,46,571,4.0
4774,0.531,0.6,291,60,28,502,1.0
4775,0.472,0.492,219,33,39,299,1.0
4776,0.426,0.841,250,680,103,1267,3.0
4777,0.528,0.704,335,314,125,1200,4.0
4778,0.51,0.732,55,52,26,185,4.0
4779,0.522,0.789,64,160,50,372,3.0
4780,0.484,0.884,186,244,84,1150,3.0
4781,0.5,1.0,1,3,1,10,3.0
4782,0.529,0.739,181,176,49,703,4.0
4783,0.465,0.807,198,39,35,229,5.0
4784,0.459,0.728,368,197,100,1053,4.0
4785,0.487,0.593,846,296,86,1451,2.0
4786,0.521,0.748,756,276,110,1561,2.0
4787,0.505,0.899,274,619,149,1686,3.0
4788,0.477,0.763,49,85,30,191,4.0
4789,0.386,0.731,11,37,8,116,4.0
4790,0.625,0.778,7,14,1,30,3.0
4791,0.667,0.75,1,3,4,15,3.0
4792,0.523,0.841,368,58,45,740,5.0
4793,0.482,0.729,393,616,200,1373,3.0
4794,0.481,0.567,240,60,26,238,2.0
4795,0.489,0.889,257,675,103,862,3.0
4796,0.558,0.7,32,24,6,107,4.0
4797,0.25,0.75,5,7,1,10,4.0
4798,0.629,0.688,27,17,5,97,4.0
4799,0.463,0.657,262,80,48,221,2.0
4800,0.502,0.836,139,159,47,427,4.0
4801,0.453,0.764,288,118,21,306,1.0
4802,0.457,0.638,659,53,54,778,1.0
4803,0.457,0.855,186,363,107,889,3.0
4804,0.406,0.653,34,15,11,128,5.0
4805,0.49,0.81,66,116,34,341,3.0
4806,0.563,0.857,13,22,8,96,3.0
4807,0.468,0.793,53,94,26,245,3.0
4808,0.608,0.613,189,30,11,249,5.0
4809,0.478,0.852,249,301,110,1236,4.0
4810,0.256,0.556,45,10,7,35,1.0
4811,0.458,0.671,487,135,69,651,1.0
4812,0.458,0.671,108,133,99,317,3.0
4813,0.526,0.651,161,28,19,244,2.0
4814,0.556,0.564,98,50,24,217,5.0
4815,0.506,0.694,368,161,75,750,5.0
4816,0.414,0.824,164,96,32,812,5.0
4817,0.458,0.665,170,91,61,597,4.0
4818,0.524,0.602,564,56,61,407,1.0
4819,0.459,0.666,445,92,69,913,2.0
4820,0.417,0.83,153,69,32,469,5.0
4821,0.533,0.821,265,67,24,746,1.0
4822,0.473,0.843,211,405,94,783,3.0
4823,0.521,0.582,174,15,14,209,1.0
4824,0.528,0.716,464,105,60,1261,5.0
4825,0.474,0.807,213,73,25,503,2.0
4826,0.46,0.862,113,128,67,731,4.0
4827,0.492,0.812,321,177,80,1293,4.0
4828,0.459,0.738,317,66,25,358,2.0
4829,0.422,0.753,69,219,42,308,3.0
4830,0.267,0.8,13,8,2,15,4.0
4831,0.454,0.767,591,187,35,1146,2.0
4832,0.461,0.81,191,416,99,679,3.0
4833,0.44,0.761,59,101,30,196,3.0
4834,0.544,0.613,426,110,42,815,1.0
4835,0.468,0.684,262,67,55,502,5.0
4836,0.421,0.81,97,205,39,295,3.0
4837,0.333,0.333,3,1,1,6,5.0
4838,0.453,0.856,168,113,55,935,4.0
4839,0.495,0.815,63,40,22,208,4.0
4840,0.462,1.0,7,4,2,23,4.0
4841,0.5,0.8,56,36,20,185,4.0
4842,0.563,0.533,696,58,72,786,2.0
4843,0.502,0.808,110,150,35,820,4.0
4844,0.441,0.636,156,10,6,140,2.0
4845,0.508,0.909,113,205,52,325,3.0
4846,0.4,1.0,3,1,0,8,5.0
4847,0.447,0.754,322,134,104,1310,4.0
4848,0.443,0.784,152,225,45,835,3.0
4849,0.507,0.79,192,226,61,938,4.0
4850,0.525,0.777,829,329,109,1277,1.0
4851,0.502,0.689,170,446,80,954,3.0
4852,0.511,0.824,480,362,136,1653,4.0
4853,0.462,0.835,234,208,74,904,4.0
4854,0.575,0.809,246,154,62,749,4.0
4855,0.451,0.643,195,20,21,283,1.0
4856,0.407,0.464,764,34,43,447,1.0
4857,0.497,0.805,158,368,72,1214,4.0
4858,0.514,0.5,29,7,10,82,5.0
4859,0.418,0.649,62,57,13,264,4.0
4860,0.531,0.656,94,53,36,302,5.0
4861,0.439,0.722,95,72,19,395,4.0
4862,0.5,0.833,130,77,43,459,5.0
4863,0.474,0.896,65,47,19,220,5.0
4864,0.524,0.762,65,30,24,239,5.0
4865,0.468,0.719,48,13,5,67,2.0
4866,0.468,0.952,37,27,19,196,4.0
4867,0.486,0.62,147,113,46,477,4.0
4868,0.365,0.775,48,95,18,120,3.0
4869,0.397,0.775,42,77,18,113,3.0
4870,0.57,0.842,196,189,65,710,5.0
4871,0.495,0.807,287,206,78,1466,5.0
4872,0.479,0.866,222,57,37,918,5.0
4873,0.511,0.59,88,40,67,252,5.0
4874,0.51,0.717,309,34,22,375,1.0
4875,0.444,0.769,3,7,7,43,4.0
4876,0.506,0.75,867,212,68,1886,1.0
4877,0.491,0.753,88,31,26,231,5.0
4878,0.483,0.881,143,96,27,614,2.0
4879,0.48,0.676,84,17,16,123,1.0
4880,0.514,0.722,88,109,27,251,3.0
4881,0.371,0.698,54,126,13,197,4.0
4882,0.3,0.5,20,9,1,19,4.0
4883,0.485,0.703,259,39,15,385,2.0
4884,0.488,0.7,205,23,13,281,2.0
4885,0.5,0.772,155,139,52,464,5.0
4886,0.611,0.455,18,33,8,55,4.0
4887,0.514,0.784,122,119,52,566,5.0
4888,0.451,0.795,168,318,71,448,3.0
4889,0.634,0.592,443,51,39,796,2.0
4890,0.475,0.608,75,17,7,125,2.0
4891,0.539,0.65,413,55,41,617,1.0
4892,0.5,1.0,1,0,0,4,4.0
4893,0.479,0.742,290,192,117,1002,4.0
4894,0.504,0.77,613,99,67,1212,2.0
4895,0.456,0.753,62,66,29,251,4.0
4896,0.512,0.636,598,99,49,1058,2.0
4897,0.493,0.818,35,93,29,205,3.0
4898,0.308,0.75,9,43,6,31,3.0
4899,0.467,0.705,284,82,56,683,2.0
4900,0.574,0.692,715,173,76,948,2.0
4901,0.432,0.699,149,74,27,389,4.0
4902,0.547,0.732,669,127,55,916,5.0
4903,0.387,0.788,53,18,21,96,2.0
4904,0.482,0.567,297,122,50,435,2.0
4905,0.498,0.762,222,139,61,445,5.0
4906,0.372,0.684,45,10,8,45,2.0
4907,0.433,0.656,27,2,3,73,2.0
4908,0.537,0.746,222,36,11,410,2.0
4909,0.568,0.41,53,30,19,153,5.0
4910,0.558,0.769,336,551,130,1613,3.0
4911,0.465,0.76,190,578,88,1247,3.0
4912,0.385,0.5,23,12,9,46,4.0
4913,0.498,0.724,194,458,79,919,3.0
4914,0.467,0.618,180,157,97,530,4.0
4915,0.481,0.8,220,132,58,751,4.0
4916,0.429,0.889,0,0,0,14,4.0
4917,0.434,0.533,102,23,15,179,2.0
4918,0.507,0.867,314,262,122,1172,4.0
4919,0.412,0.88,26,85,9,119,3.0
4920,0.526,0.624,278,44,40,415,2.0
4921,0.333,0.75,7,3,1,10,5.0
4922,0.421,0.875,77,29,10,268,5.0
4923,0.486,0.732,445,353,124,1394,5.0
4924,0.505,0.662,765,55,55,963,1.0
4925,0.416,0.765,122,41,10,209,1.0
4926,0.547,0.882,210,347,129,1337,4.0
4927,0.497,0.761,324,216,94,652,2.0
4928,0.494,0.86,167,164,61,1101,4.0
4929,0.506,0.737,55,6,13,132,2.0
4930,0.492,0.664,545,165,52,1104,2.0
4931,0.5,0.5,3,10,2,10,3.0
4932,0.395,0.727,75,159,51,314,3.0
4933,0.394,0.763,70,226,29,285,3.0
4934,0.396,0.667,42,19,9,70,4.0
4935,0.49,0.805,260,191,28,1309,4.0
4936,0.443,0.778,306,616,105,624,3.0
4937,0.52,0.876,148,373,95,589,3.0
4938,0.529,0.685,208,670,114,1101,3.0
4939,0.445,0.63,289,16,17,199,1.0
4940,0.487,0.81,115,360,47,730,3.0
4941,0.5,0.774,585,369,78,1525,2.0
4942,0.406,0.813,11,16,6,45,4.0
4943,0.504,0.722,249,128,131,897,4.0
4944,0.449,0.645,844,163,35,825,2.0
4945,0.403,0.801,117,90,30,457,4.0
4946,0.548,0.749,893,149,102,1530,2.0
4947,0.529,0.778,119,151,44,674,3.0
4948,0.424,0.766,256,82,52,508,5.0
4949,0.529,1.0,17,2,1,20,5.0
4950,0.433,0.698,430,607,151,922,3.0
4951,0.469,0.667,165,26,24,266,2.0
4952,0.452,0.857,259,39,14,280,1.0
4953,0.398,0.72,61,127,21,199,3.0
4954,0.392,0.667,58,116,20,181,3.0
4955,0.43,0.542,184,52,36,179,1.0
4956,0.553,0.748,440,372,102,1271,5.0
4957,0.497,0.818,613,234,101,1322,1.0
4958,0.472,0.809,456,72,45,794,1.0
4959,0.534,0.708,174,14,15,225,1.0
4960,0.286,0.857,5,5,6,43,4.0
4961,0.523,0.882,40,27,12,176,4.0
4962,0.4,0.852,26,44,4,50,3.0
4963,0.426,0.422,124,27,13,129,2.0
4964,0.496,0.5,236,12,16,167,1.0
4965,0.447,0.667,102,43,20,267,2.0
4966,0.483,0.751,606,131,109,939,2.0
4967,0.484,0.756,595,127,107,923,2.0
4968,0.45,0.822,263,73,24,358,1.0
4969,0.493,0.648,71,101,28,272,4.0
4970,0.493,0.721,184,62,51,341,5.0
4971,0.461,0.765,165,51,15,430,2.0
4972,0.399,0.794,76,63,67,276,4.0
4973,0.25,0.75,0,1,2,8,4.0
4974,0.527,0.796,162,26,11,198,2.0
4975,0.495,0.73,375,340,96,1281,5.0
4976,0.52,0.864,55,29,15,350,4.0
4977,0.543,0.742,871,285,129,2187,2.0
4978,0.364,0.688,46,6,2,49,1.0
4979,0.556,0.673,276,154,41,822,2.0
4980,0.489,0.732,68,110,72,612,4.0
4981,0.436,0.662,405,105,45,906,5.0
4982,0.397,0.68,196,57,25,431,5.0
4983,0.475,0.64,209,48,20,475,5.0
4984,0.451,0.877,64,133,34,254,3.0
4985,0.466,0.739,331,298,82,1926,5.0
4986,0.567,0.641,650,240,69,765,2.0
4987,0.472,0.753,455,67,48,741,1.0
4988,0.485,0.688,164,274,75,854,4.0
4989,0.433,0.699,82,276,51,474,3.0
4990,0.46,0.833,147,53,23,402,5.0
4991,0.457,0.712,300,108,30,587,5.0
4992,0.509,0.744,394,276,125,1075,5.0
4993,0.451,0.685,129,89,36,293,4.0
4994,0.467,0.586,302,421,165,419,3.0
4995,0.535,0.618,152,35,20,189,2.0
4996,0.565,0.629,475,93,60,545,2.0
4997,0.498,0.897,210,242,98,1588,4.0
4998,0.431,0.817,366,154,59,986,5.0
4999,0.475,0.799,558,160,68,1118,2.0
5000,0.426,0.726,117,69,15,329,3.0
5001,0.529,0.833,137,66,32,377,4.0
5002,0.496,0.724,243,61,43,529,5.0
5003,0.585,0.489,153,21,8,180,1.0
5004,0.535,0.635,566,36,29,781,1.0
5005,0.455,0.728,402,147,86,950,5.0
5006,0.394,0.682,58,18,11,167,3.0
5007,0.525,0.761,761,111,49,1643,1.0
5008,0.502,0.879,115,125,38,476,5.0
5009,0.432,0.79,214,482,113,977,3.0
5010,0.427,0.754,354,133,72,1142,5.0
5011,0.408,0.786,59,19,14,258,5.0
5012,0.42,0.824,37,14,7,170,5.0
5013,0.371,0.625,22,5,7,88,5.0
5014,0.44,0.614,139,148,58,318,4.0
5015,0.503,0.801,173,91,69,634,5.0
5016,0.508,0.457,362,94,34,938,5.0
5017,0.585,0.533,901,214,73,2315,1.0
5018,0.496,0.793,445,126,60,506,2.0
5019,0.52,0.756,775,255,133,2005,1.0
5020,0.531,0.441,313,84,90,422,2.0
5021,0.413,0.872,143,246,53,576,3.0
5022,0.503,0.62,502,246,80,1002,4.0
5023,0.433,0.783,113,290,61,507,3.0
5024,0.553,0.716,281,583,204,1689,3.0
5025,0.454,0.797,168,122,52,756,4.0
5026,0.555,0.582,522,90,26,621,1.0
5027,0.526,0.799,398,135,72,1043,1.0
5028,0.532,0.81,151,394,156,795,3.0
5029,0.422,0.55,89,12,10,76,2.0
5030,0.475,0.647,258,106,45,872,5.0
5031,0.519,0.792,201,105,48,814,4.0
5032,0.419,0.779,265,180,115,878,4.0
5033,0.492,0.783,133,77,37,566,4.0
5034,0.478,0.877,64,40,22,338,3.0
5035,0.523,0.716,639,409,232,1692,5.0
5036,0.543,0.639,725,62,48,877,1.0
5037,0.399,0.707,81,133,30,312,3.0
5038,0.418,0.914,112,335,35,757,3.0
5039,0.458,0.762,12,34,2,44,3.0
5040,0.458,0.882,11,23,2,43,3.0
5041,0.49,0.759,573,111,60,1133,2.0
5042,0.2,1.0,2,1,3,6,4.0
5043,0.473,0.714,186,288,77,619,3.0
5044,0.508,0.687,393,55,60,563,2.0
5045,0.506,0.855,378,192,112,1831,5.0
5046,0.407,0.648,261,632,129,874,3.0
5047,0.477,0.843,357,311,91,1867,4.0
5048,0.491,0.817,249,245,69,1532,4.0
5049,0.451,0.734,112,11,17,177,1.0
5050,0.36,0.732,109,162,65,321,3.0
5051,0.125,0.727,9,8,4,19,3.0
5052,0.371,0.732,100,154,61,302,3.0
5053,0.393,0.769,34,8,6,80,5.0
5054,0.486,0.694,423,198,79,1601,5.0
5055,0.533,0.774,877,236,134,2238,1.0
5056,0.482,0.796,513,197,115,1755,5.0
5057,0.446,0.591,132,180,48,651,3.0
5058,0.576,0.676,823,97,31,349,2.0
5059,0.546,0.521,278,37,22,438,1.0
5060,0.523,0.651,385,161,95,979,2.0
5061,0.474,0.761,486,97,29,868,1.0
5062,0.495,0.739,217,389,65,663,5.0
5063,0.479,0.746,279,198,45,635,5.0
5064,0.488,0.447,486,45,35,448,1.0
5065,0.469,0.711,23,48,14,233,3.0
5066,0.469,0.667,141,34,48,283,5.0
5067,0.506,0.725,208,89,20,303,1.0
5068,0.525,0.839,508,310,93,1572,5.0
5069,0.489,0.85,151,108,61,802,3.0
5070,0.454,0.754,146,131,45,802,5.0
5071,0.451,0.78,214,107,72,778,4.0
5072,0.465,0.737,241,406,73,502,3.0
5073,0.422,0.702,196,89,28,327,5.0
5074,0.476,0.886,159,452,70,805,3.0
5075,0.482,0.792,324,120,49,966,5.0
5076,0.442,0.651,73,146,32,320,4.0
5077,0.43,0.76,144,44,29,320,2.0
5078,0.553,0.851,155,323,71,842,3.0
5079,0.492,0.867,56,20,6,153,2.0
5080,0.545,0.485,486,67,61,567,2.0
5081,0.494,0.841,276,274,62,1305,4.0
5082,0.529,0.773,6,7,2,41,4.0
5083,0.493,0.845,270,267,60,1264,4.0
5084,0.459,0.698,107,102,46,340,4.0
5085,0.527,0.753,601,111,40,1400,1.0
5086,0.444,0.56,65,25,14,132,1.0
5087,0.473,0.781,256,279,112,1420,4.0
5088,0.448,0.737,219,411,92,1223,4.0
5089,0.471,0.667,67,18,16,102,5.0
5090,0.492,0.824,268,153,91,911,4.0
5091,0.58,0.804,251,1011,194,1206,3.0
5092,0.48,0.745,317,562,123,1211,3.0
5093,0.457,0.82,375,44,24,441,2.0
5094,0.443,0.711,56,91,33,263,3.0
5095,0.462,0.614,57,4,2,75,1.0
5096,0.485,0.836,449,58,45,691,1.0
5097,0.482,0.667,23,43,10,116,3.0
5098,0.571,0.594,558,112,41,937,2.0
5099,0.567,0.528,322,58,22,479,2.0
5100,0.576,0.649,236,54,19,458,2.0
5101,0.529,0.793,124,248,54,558,3.0
5102,0.429,1.0,17,2,0,14,2.0
5103,0.459,0.614,170,68,46,243,5.0
5104,0.404,0.571,28,7,8,68,2.0
5105,0.447,0.897,97,38,12,199,2.0
5106,0.406,0.7,62,174,36,195,3.0
5107,0.473,0.783,223,660,97,1348,3.0
5108,0.523,0.71,772,139,104,1401,2.0
5109,0.0,1.0,0,1,0,4,4.0
5110,0.495,0.769,93,121,37,523,4.0
5111,0.333,0.7,6,4,2,16,3.0
5112,0.534,0.679,74,59,35,195,5.0
5113,0.443,0.751,526,215,115,1373,5.0
5114,0.467,0.934,174,468,75,878,3.0
5115,0.535,0.502,518,256,83,1085,2.0
5116,0.498,0.81,190,40,22,363,1.0
5117,0.397,0.755,117,266,82,378,3.0
5118,0.485,0.837,227,185,65,919,4.0
5119,0.489,0.625,30,54,19,70,3.0
5120,0.393,1.0,13,28,4,42,3.0
5121,0.526,0.7,43,75,22,137,3.0
5122,0.5,0.7,39,69,21,130,3.0
5123,0.436,0.782,401,166,61,1370,5.0
5124,0.348,0.667,19,0,2,24,2.0
5125,0.512,0.673,669,78,67,757,2.0
5126,0.453,0.685,507,192,83,929,2.0
5127,0.469,0.533,425,35,26,363,2.0
5128,0.359,0.56,62,27,10,100,5.0
5129,0.48,0.447,98,49,20,137,5.0
5130,0.522,0.759,329,231,114,993,5.0
5131,0.482,0.738,485,59,71,491,2.0
5132,0.487,0.731,345,316,123,1259,5.0
5133,0.47,0.69,732,86,60,1154,2.0
5134,0.4,0.667,36,3,1,42,2.0
5135,0.473,0.691,696,83,59,1112,2.0
5136,0.46,0.75,60,56,19,122,4.0
5137,0.41,0.8,30,3,5,46,5.0
5138,0.48,0.75,129,37,9,90,2.0
5139,0.519,0.778,241,65,28,428,2.0
5140,0.349,0.737,44,134,41,124,3.0
5141,0.386,0.743,111,194,59,292,3.0
5142,0.47,0.645,472,48,37,904,1.0
5143,0.8,1.0,5,12,4,24,3.0
5144,0.454,0.93,138,389,64,1095,3.0
5145,0.548,0.743,22,67,21,114,3.0
5146,0.494,0.773,90,30,9,171,5.0
5147,0.416,0.64,42,121,27,168,3.0
5148,0.361,0.722,25,49,21,108,4.0
5149,0.513,0.491,302,61,56,452,1.0
5150,0.482,0.651,303,33,22,339,2.0
5151,0.522,0.24,100,10,9,54,2.0
